reg_lambda,reg_alpha,num_leaves,n_estimators,max_depth,learning_rate,feature_fraction,bagging_fraction,Modelo,Metodo,ETF,date
222,0.04877720141924069,44,0.6593526276343701,0.6402974543965132,18,0.10051286927215441,1.2995608840929311,LGBMR,optuna,XLV,2019-08-01
298,0.06746741773536853,31,0.7986217133394108,0.6048113682455404,10,0.10162749455947737,1.0113830716140655,LGBMR,optuna,IYR,2019-08-01
210,0.044682454152295006,40,0.6488866351072585,0.7470042546466074,14,0.23994033008159577,1.2236625469775941,LGBMR,optuna,XLB,2019-09-03
100,0.08890009931834073,50,0.6149617715748512,0.720768730204576,11,0.13431669923894302,1.4100933907882236,LGBMR,optuna,XLF,2019-09-03
105,0.07396918834422575,41,0.6167826747869857,0.6054152924533649,11,0.15938316492201915,1.447673447669897,LGBMR,optuna,XLY,2019-09-03
187,0.035082413875644286,41,0.6080859903445465,0.713922528995419,15,0.10064113959823762,1.2264118200945588,LGBMR,optuna,XLI,2019-09-03
184,0.06204102167169578,36,0.742087312164138,0.6322529783421331,16,0.39098054854716324,1.4916919913782631,LGBMR,optuna,XLP,2019-09-03
104,0.02009022269367943,38,0.6018187837824405,0.6334030459356643,16,0.1970882082642828,1.2276467419671782,LGBMR,optuna,XLU,2019-09-03
261,0.033578236158720666,50,0.7656555805564573,0.7973306581111455,12,0.10268089369138943,1.4569523606502615,LGBMR,optuna,XLK,2019-09-03
299,0.08848421956823513,39,0.7490939232051559,0.6414124311473594,16,0.10101463273297076,1.112361792932296,LGBMR,optuna,XLE,2019-09-03
161,0.09169112819911081,41,0.6081823119308204,0.7012233073866913,10,0.4944783291983825,1.1811744500315475,LGBMR,optuna,SPY,2019-09-03
250,0.04935597467775622,48,0.6617131899957562,0.6555080372650625,18,0.10545513696160427,1.1645166978266746,LGBMR,optuna,XLV,2019-09-03
154,0.032710718776446795,36,0.6616900524839008,0.6805383608450405,16,0.16201090653752945,1.0499887023883723,LGBMR,optuna,VOX,2019-09-03
267,0.08576361856521232,38,0.6356055142522926,0.7220609958703509,16,0.10020371917903195,1.3566121424708364,LGBMR,optuna,IYR,2019-09-03
130,0.09714586454831001,42,0.6173695212075677,0.7734473803904813,20,0.49756685812403434,1.4366944738972038,LGBMR,optuna,XLB,2019-10-01
153,0.07961073309515163,47,0.7109371101292005,0.7009698199777172,11,0.10037604068070796,1.2894164330327074,LGBMR,optuna,XLE,2019-10-01
152,0.08703690471432363,38,0.6567533786521976,0.7819367296743621,18,0.10032820316830723,1.2839969529000599,LGBMR,optuna,XLK,2019-10-01
294,0.07852678592396746,48,0.7008693618584911,0.6376718497974309,11,0.32866007081269877,1.1506601253159232,LGBMR,optuna,XLY,2019-10-01
270,0.059898367801186625,39,0.692193553254927,0.7311816237772051,14,0.1027296140497497,1.1904117234703366,LGBMR,optuna,XLI,2019-10-01
299,0.06965901434607241,47,0.792655591324327,0.6410808202830491,10,0.40190013492436893,1.3135892367901973,LGBMR,optuna,XLP,2019-10-01
164,0.07659704675057634,31,0.6064078168026668,0.6667386982948769,10,0.10080906410577582,1.338344148477147,LGBMR,optuna,XLV,2019-10-01
138,0.050135897082595145,42,0.6384984236155629,0.6932819237889564,17,0.2848523269820078,1.3685707889569851,LGBMR,optuna,SPY,2019-10-01
235,0.09832306556163445,46,0.6351709928033887,0.6471801206625312,18,0.13336693896807095,1.0928891104254514,LGBMR,optuna,XLF,2019-10-01
195,0.016701993764283357,31,0.7702016646239693,0.6196775530416834,15,0.22375157849357752,1.217296220208477,LGBMR,optuna,VOX,2019-10-01
172,0.03652524909970967,37,0.6669474848177651,0.6537314894226455,13,0.1029131819671085,1.3603305617724872,LGBMR,optuna,IYR,2019-10-01
225,0.08860835203533575,39,0.6444440914246248,0.7779616572845214,19,0.49857455516733895,1.2200446483937748,LGBMR,optuna,XLU,2019-10-01
204,0.059668209221091895,40,0.7376215914789184,0.6605321025006236,17,0.4573369348682874,1.3082408774648526,LGBMR,optuna,XLB,2019-11-01
298,0.0807976840020107,33,0.7715719444072517,0.7382143280512373,12,0.10097378886451913,1.3315778987925329,LGBMR,optuna,XLK,2019-11-01
177,0.05990852020233647,46,0.6472160566761859,0.6335158919357153,19,0.32896734601838973,1.1950415329844142,LGBMR,optuna,XLY,2019-11-01
171,0.05438279945405035,43,0.7194628723764626,0.6280144703444103,11,0.1623204089801503,1.2476004327663677,LGBMR,optuna,XLP,2019-11-01
239,0.06314760422507913,42,0.7990349179493543,0.7624517466415237,13,0.20260096441345643,1.1738873417151823,LGBMR,optuna,XLF,2019-11-01
298,0.09746686683235135,50,0.7839620553086789,0.6934173880361512,13,0.10173997703390113,1.0300914196029292,LGBMR,optuna,XLI,2019-11-01
291,0.04328584922250016,39,0.6796159593697961,0.6790023426047415,15,0.10268112079352452,1.0596649872343638,LGBMR,optuna,XLE,2019-11-01
171,0.08398682009171793,33,0.6300601583308875,0.7984928012054747,10,0.17503300424670837,1.371222371158637,LGBMR,optuna,SPY,2019-11-01
248,0.08697081829394025,34,0.638981049366935,0.7281477095272495,18,0.47703603382644777,1.05205755894767,LGBMR,optuna,VOX,2019-11-01
179,0.03632819121661654,46,0.6438238440134877,0.7758689957107315,19,0.10010696918938533,1.1523796520244058,LGBMR,optuna,XLV,2019-11-01
225,0.010652882983067265,46,0.6000516163829699,0.7237514303177476,15,0.4937978621367132,1.3361668415536114,LGBMR,optuna,XLU,2019-11-01
236,0.08194891486100997,50,0.6020804509873734,0.7985338991171855,12,0.10083849439526398,1.1005952602287343,LGBMR,optuna,IYR,2019-11-01
180,0.09898573887772305,31,0.7150330290262842,0.629252412356646,10,0.10083285884843399,1.3981460315434053,LGBMR,optuna,XLK,2019-12-02
226,0.01028079158121154,37,0.7291019320799564,0.6470888976944634,12,0.17636940595000558,1.2981377648139054,LGBMR,optuna,XLB,2019-12-02
186,0.07263295430420419,44,0.7233846154355815,0.767714556970676,11,0.10072048761500182,1.011474446182441,LGBMR,optuna,XLI,2019-12-02
154,0.0708866095190831,36,0.6437012642511724,0.7633304140749263,13,0.10846363194753848,1.4945909469486407,LGBMR,optuna,XLV,2019-12-02
294,0.029803976997817297,31,0.6741740258339822,0.7193704345040175,19,0.48433353736236784,1.3551707255388297,LGBMR,optuna,XLP,2019-12-02
190,0.09813792195647009,33,0.725795667951553,0.7696262960627971,17,0.20771130076521765,1.0306217369901105,LGBMR,optuna,XLY,2019-12-02
160,0.08616309265592972,47,0.7533698837125214,0.6155231149107502,16,0.10188721176181112,1.0422963566006607,LGBMR,optuna,IYR,2019-12-02
107,0.04797487613707322,36,0.7434123398787609,0.6181409137253722,15,0.35519267231477136,1.1023206653763653,LGBMR,optuna,SPY,2019-12-02
283,0.033098366907014926,34,0.6869781098492648,0.7664337702043046,13,0.1074266070202476,1.3280622699515976,LGBMR,optuna,XLE,2019-12-02
195,0.09694240387631509,32,0.6008259576361712,0.7965651135080479,14,0.1031730750023658,1.1910832684203772,LGBMR,optuna,VOX,2019-12-02
104,0.09243213677242076,34,0.7712507586680288,0.6886520980143653,11,0.4998472769012486,1.0292977811569042,LGBMR,optuna,XLU,2019-12-02
298,0.01084716636832317,39,0.6828164603479756,0.6608107568252353,18,0.1007094419117051,1.3100197933778288,LGBMR,optuna,XLF,2019-12-02
187,0.010084620035851328,32,0.6329968007585725,0.7960861608043177,14,0.49735516135805613,1.1029467211517856,LGBMR,optuna,XLE,2020-01-02
125,0.07503714767120225,50,0.6282513823451754,0.7227656340408316,17,0.10158780855155293,1.1439069850965045,LGBMR,optuna,XLK,2020-01-02
154,0.01508103975481228,45,0.6737100433595656,0.6785239263679406,19,0.10542298580339246,1.2657604844220627,LGBMR,optuna,XLF,2020-01-02
220,0.038707276869539266,31,0.6641444034155884,0.7679052686131261,14,0.18268728922886615,1.215945974653146,LGBMR,optuna,XLB,2020-01-02
245,0.08213075251844795,44,0.7411031420978067,0.7647929891406253,17,0.10082863700301478,1.4942197464806308,LGBMR,optuna,XLI,2020-01-02
103,0.018574895509755916,49,0.7296091602507554,0.6842802928086437,16,0.28673768000236177,1.1215447456616254,LGBMR,optuna,XLY,2020-01-02
189,0.034443537225282844,37,0.7719506981289678,0.7121933355310786,13,0.20330900952452188,1.3129113809387463,LGBMR,optuna,XLP,2020-01-02
140,0.05246259648168766,44,0.7518997317214388,0.6987436633970423,14,0.19140803909525445,1.1701198257584882,LGBMR,optuna,XLU,2020-01-02
111,0.08860009576248776,35,0.6510446650848473,0.7411332652018934,16,0.1020930471440667,1.0432453510535684,LGBMR,optuna,IYR,2020-01-02
232,0.09120166400006502,41,0.6357323667237533,0.6461756723953098,11,0.18138614033119482,1.0523749230930353,LGBMR,optuna,SPY,2020-01-02
240,0.08969800389537316,31,0.7711530662974881,0.761287852245739,10,0.1076251769544491,1.0816893942364858,LGBMR,optuna,XLV,2020-01-02
206,0.039241545782139044,46,0.6342358876863394,0.6098434883887349,20,0.1036922442111789,1.0033605210910552,LGBMR,optuna,VOX,2020-01-02
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-01-03
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLB,2019-01-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-01-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLK,2019-01-03
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-01-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-01-03
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLP,2019-01-03
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLY,2019-01-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLV,2019-01-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLU,2019-01-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-01-03
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,IYR,2019-01-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-02-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-02-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLK,2019-02-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLI,2019-02-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLY,2019-02-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-02-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-02-01
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLP,2019-02-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLV,2019-02-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-02-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLU,2019-02-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-02-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLY,2019-03-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLB,2019-03-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-03-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLI,2019-03-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-03-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-03-01
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLP,2019-03-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-03-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLV,2019-03-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLU,2019-03-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-03-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-03-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-04-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLB,2019-04-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLY,2019-04-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLI,2019-04-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-04-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-04-01
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLP,2019-04-01
1,0.5,31,300,10,0.1,0.6,0.8,LGBMR,random,XLF,2019-04-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLV,2019-04-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,IYR,2019-04-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLU,2019-04-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-04-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLB,2019-05-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-05-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLI,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-05-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLP,2019-05-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-05-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLV,2019-05-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLU,2019-05-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,IYR,2019-05-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,SPY,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-06-03
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-06-03
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLI,2019-06-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLK,2019-06-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLF,2019-06-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-06-03
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLY,2019-06-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLP,2019-06-03
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLV,2019-06-03
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLU,2019-06-03
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,IYR,2019-06-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,SPY,2019-06-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLB,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-07-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLY,2019-07-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-07-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLF,2019-07-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLP,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLV,2019-07-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-07-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLU,2019-07-01
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,SPY,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-08-01
1,0.5,40,300,10,0.05,0.8,0.6,LGBMR,random,XLE,2019-08-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-08-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLY,2019-08-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-08-01
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLP,2019-08-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-08-01
1.5,0.5,31,200,15,0.05,0.8,0.8,LGBMR,random,XLF,2019-08-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLV,2019-08-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-08-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLU,2019-08-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,SPY,2019-08-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLP,2019-09-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLB,2019-09-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-09-03
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-09-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-09-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLY,2019-09-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-09-03
1,0.5,50,200,10,0.01,0.8,0.6,LGBMR,random,XLF,2019-09-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLV,2019-09-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLU,2019-09-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-09-03
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,SPY,2019-09-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-10-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLE,2019-10-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-10-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-10-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLY,2019-10-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,VOX,2019-10-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-10-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLP,2019-10-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLV,2019-10-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-10-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLU,2019-10-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,SPY,2019-10-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-11-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLB,2019-11-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-11-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-11-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLF,2019-11-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,VOX,2019-11-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-11-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLP,2019-11-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLV,2019-11-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,IYR,2019-11-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLU,2019-11-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,SPY,2019-11-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-12-02
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-12-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-12-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-12-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-12-02
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,VOX,2019-12-02
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLF,2019-12-02
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLP,2019-12-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLV,2019-12-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLU,2019-12-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,IYR,2019-12-02
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,SPY,2019-12-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2020-01-02
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLE,2020-01-02
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLI,2020-01-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2020-01-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2020-01-02
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,VOX,2020-01-02
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLF,2020-01-02
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLP,2020-01-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLV,2020-01-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLU,2020-01-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,IYR,2020-01-02
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,SPY,2020-01-02
122,0.044446664392913664,49,0.7689170147052486,0.7258701945596222,11,0.4221112946838609,1.0614022113040642,LGBMR,optuna,XLI,2019-01-03
167,0.015422399579169273,36,0.6713028242703486,0.7964671968517828,18,0.17783430371875697,1.2713377813527855,LGBMR,optuna,XLE,2019-01-03
123,0.017820079009012994,48,0.6435429527559805,0.6472827874458722,17,0.10032430091681897,1.3270471199389295,LGBMR,optuna,XLY,2019-01-03
140,0.09026165871816832,45,0.600819904998863,0.6767257535719894,14,0.13039575216690003,1.2512285208630374,LGBMR,optuna,VOX,2019-01-03
222,0.06942330581643848,37,0.6544351902802239,0.7327828502988145,10,0.4991477204899293,1.217238737774329,LGBMR,optuna,XLB,2019-01-03
140,0.09999410160247403,41,0.7784762427193938,0.7140276795665638,14,0.10259550571896965,1.4490577094308221,LGBMR,optuna,XLU,2019-01-03
174,0.08498862728759425,47,0.6373153840160279,0.7198326600858711,18,0.42067986117271106,1.2497081128069454,LGBMR,optuna,SPY,2019-01-03
246,0.06971270878962477,39,0.6919395636769626,0.7643867494127787,10,0.43626373597976814,1.4982964023420196,LGBMR,optuna,XLF,2019-01-03
241,0.043655451659245524,47,0.6443725794008182,0.6311918161312325,20,0.148236415283122,1.3055042298461395,LGBMR,optuna,XLK,2019-01-03
294,0.05436815881819985,35,0.655301990359004,0.6692393733964802,10,0.10221584750164409,1.2082656666356202,LGBMR,optuna,XLV,2019-01-03
284,0.06846348649622713,40,0.6205618580590668,0.703720932276865,17,0.10309266201610383,1.4609782787717787,LGBMR,optuna,XLP,2019-01-03
193,0.010003484970340305,33,0.7635680311766448,0.6064123680826937,18,0.3073863420088943,1.3675682188142941,LGBMR,optuna,IYR,2019-01-03
121,0.07672014140272264,38,0.6786537484492859,0.6143153982239375,20,0.39578441827984956,1.4754443442742549,LGBMR,optuna,XLI,2019-02-01
204,0.03789787306481127,33,0.6863273314391071,0.783247542696176,17,0.4270909014487268,1.2874473331675396,LGBMR,optuna,XLB,2019-02-01
100,0.03209764416025612,50,0.6876819719856234,0.6727337434591795,14,0.15606694838901727,1.1966010644274856,LGBMR,optuna,XLE,2019-02-01
117,0.09994791999048157,50,0.7151958023535985,0.6380116153813515,14,0.10138247230119878,1.2441274760717393,LGBMR,optuna,XLU,2019-02-01
236,0.07172650645656613,48,0.7604012063509309,0.6863344877883997,12,0.4649151573837795,1.3418694411863363,LGBMR,optuna,XLF,2019-02-01
187,0.05675522576964046,49,0.6567286094800058,0.6586818032639143,18,0.19320565348485697,1.126496535748963,LGBMR,optuna,XLK,2019-02-01
155,0.03788161790852654,39,0.7906254115291498,0.6340322670685663,14,0.3217955305781184,1.0156085039415081,LGBMR,optuna,SPY,2019-02-01
118,0.014384716988164216,35,0.6462350937012042,0.6252583419395028,17,0.10511866595086297,1.0910453916414318,LGBMR,optuna,XLV,2019-02-01
288,0.08092573936774175,50,0.628777377059789,0.7768709720140538,13,0.23776886336737765,1.0542369202120172,LGBMR,optuna,XLY,2019-02-01
243,0.06175383028933635,40,0.6193388347372663,0.6988718616302128,16,0.14244655128247988,1.2328733711102557,LGBMR,optuna,XLP,2019-02-01
243,0.0820144143986825,48,0.7138971684036798,0.6796607295894982,12,0.3204493305744284,1.3860296220386805,LGBMR,optuna,IYR,2019-02-01
273,0.06566797382990588,45,0.7894658575047915,0.7935413000306576,14,0.10054681767808997,1.4884746565186353,LGBMR,optuna,VOX,2019-02-01
125,0.05416767249961859,36,0.6669159195434352,0.6269281814308181,18,0.42771340589166884,1.252030929421973,LGBMR,optuna,XLI,2019-03-01
153,0.042355226700016624,50,0.7992950483757796,0.6539723573160973,13,0.1023058355254265,1.1837875833939078,LGBMR,optuna,XLE,2019-03-01
116,0.05472358371353945,35,0.6823584421791455,0.6783423619072042,13,0.4697909693273184,1.201604720479294,LGBMR,optuna,XLF,2019-03-01
202,0.011307303245394503,35,0.698578203782482,0.749415910358364,19,0.1294552469807111,1.1335849377507083,LGBMR,optuna,XLV,2019-03-01
287,0.04622697353279881,35,0.7288281966837546,0.7169265304061623,20,0.23121588686552985,1.3550052623583955,LGBMR,optuna,XLY,2019-03-01
130,0.047875839348340665,33,0.7260065785145591,0.603855270720254,20,0.42569202228798275,1.0948810804342421,LGBMR,optuna,SPY,2019-03-01
285,0.06959466308304874,36,0.7434760038157291,0.7718170349398571,17,0.49972653247060805,1.2318868410449033,LGBMR,optuna,XLB,2019-03-01
299,0.08750796099883443,35,0.7986890426299541,0.6005836291421166,11,0.17277611167795912,1.2895903496020114,LGBMR,optuna,XLK,2019-03-01
181,0.06735998710613685,45,0.639490440309549,0.7690521667685102,17,0.10144415456676006,1.2735519378348035,LGBMR,optuna,VOX,2019-03-01
286,0.060118826785084054,32,0.613848686691535,0.6536098098047013,17,0.249933049594204,1.4480125761591234,LGBMR,optuna,XLP,2019-03-01
297,0.06695422596300288,37,0.7233953807900259,0.6096422398437992,11,0.3393290228856026,1.06765229166382,LGBMR,optuna,IYR,2019-03-01
299,0.09873164609457592,50,0.7331582048248568,0.7956303378813294,18,0.1037952792598606,1.4462793554344033,LGBMR,optuna,XLU,2019-03-01
126,0.0335216613047241,31,0.726850402172016,0.7330048867467349,13,0.1482961671383464,1.4438384568007052,LGBMR,optuna,XLE,2019-04-01
